Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11
0.62,0.9966,3.36,54.0,0.52,0.082,9.4,7.0,7.6,2.2,0.32
0.64,0.9965,3.32,29.0,0.6,0.077,10.0,18.0,7.5,2.4,0.0
0.5,0.99352,3.44,28.0,0.55,0.062,12.3,21.0,6.6,1.8,0.0
0.4,0.9988,3.06,27.0,0.68,0.068,11.3,7.0,11.9,2.15,0.65
0.67,0.99489,3.39,42.0,0.82,0.061,10.9,26.0,6.7,1.9,0.02
0.6,0.99622,3.21,131.0,0.52,0.08,9.9,31.0,7.8,2.0,0.26
0.64,0.9998,3.28,38.0,0.59,0.095,9.7,13.0,9.1,3.1,0.23
0.45,0.99609,3.29,28.0,0.51,0.078,9.9,10.0,7.2,2.0,0.15
0.82,0.99854,3.36,14.0,0.53,0.095,9.6,5.0,8.1,4.1,0.0
0.4,0.99772,3.15,20.0,0.5,0.087,10.5,6.0,9.4,2.5,0.47
0.66,0.9968,3.3,23.0,1.2,0.069,10.3,9.0,8.1,2.2,0.22
0.36,0.99693,3.44,70.0,0.5,0.08,9.4,35.0,7.1,1.6,0.3
0.76,0.996,3.55,12.0,0.63,0.078,9.95,6.0,6.7,1.8,0.02
0.64,0.99538,3.36,119.0,0.7,0.08,10.9,11.0,6.7,2.1,0.23
0.37,0.9975,3.04,145.0,1.03,0.097,9.3,39.0,8.8,2.1,0.48
0.3,0.99316,3.01,278.0,0.51,0.05,12.3,37.5,7.9,8.3,0.68
0.65,0.9963,3.34,38.0,0.74,0.078,11.7,17.0,7.9,2.5,0.01
0.69,0.9992,3.36,33.0,0.45,0.084,9.4,13.0,8.7,3.2,0.0
0.45,0.99726,3.15,66.0,0.58,0.081,9.8,34.0,9.8,2.5,0.38
0.49,0.99562,3.3,14.0,0.47,0.068,10.5,4.0,7.3,2.6,0.1
0.24,0.9983,3.39,57.0,0.54,0.083,9.2,25.0,8.8,2.5,0.54
0.27,0.99471,3.16,8.0,0.51,0.047,11.8,3.0,10.3,1.4,0.56
0.42,0.99471,3.78,55.0,0.64,0.092,12.3,23.0,5.4,2.0,0.27
0.675,0.99745,3.31,11.0,0.65,0.09,9.55,4.0,8.7,1.6,0.1
0.42,0.99724,3.41,64.0,0.68,0.054,10.4,34.0,6.4,2.3,0.09
0.34,0.99392,3.11,36.0,0.78,0.072,12.4,23.0,8.4,2.1,0.42
0.51,0.9974,3.49,45.0,0.96,0.077,12.1,21.0,7.9,2.9,0.25
0.74,0.998,3.28,77.0,0.51,0.078,9.8,21.0,9.9,2.6,0.28
0.48,0.99552,3.33,34.0,0.64,0.064,9.7,18.0,6.7,2.1,0.08
0.6,0.9977,3.18,10.0,0.63,0.058,10.4,5.0,9.1,1.9,0.0
0.44,0.99566,3.14,20.0,0.79,0.071,11.1,7.0,10.2,2.0,0.42
0.39,0.99294,3.36,53.0,0.62,0.046,12.2,12.0,6.4,3.3,0.33
0.47,0.9984,3.31,125.0,0.61,0.084,9.4,24.0,9.0,2.7,0.31
0.54,0.9991,3.39,40.0,0.62,0.071,9.4,16.0,9.9,2.3,0.45
0.7,0.9978,3.51,34.0,0.56,0.076,9.4,11.0,7.4,1.9,0.0
0.48,1.0,3.1,64.0,0.61,0.085,10.5,19.0,12.2,2.6,0.54
0.5,0.9937,3.63,99.0,0.63,0.049,13.0,17.0,5.6,2.3,0.09
0.6,0.99622,3.21,131.0,0.52,0.08,9.9,31.0,7.8,2.0,0.26
0.51,0.99438,3.4,22.0,0.84,0.072,11.2,13.0,6.9,2.0,0.23
0.2,0.99458,3.32,15.0,0.8,0.054,11.9,7.0,7.9,1.7,0.35
0.36,0.99642,3.2,8.0,0.53,0.123,11.9,3.0,11.3,2.4,0.66
0.5,0.9978,3.35,102.0,0.8,0.071,10.5,17.0,7.5,6.1,0.36
0.55,0.9956,3.37,42.0,0.48,0.072,9.0,17.0,7.3,1.6,0.03
0.585,0.99638,3.31,60.0,0.54,0.078,9.8,15.0,7.3,2.4,0.18
0.53,0.9968,3.5,31.0,0.67,0.123,11.0,14.0,6.4,3.9,0.09
0.51,0.99764,3.34,86.0,0.64,0.079,9.5,16.0,8.2,2.0,0.24
0.53,0.99489,3.38,44.0,0.83,0.063,10.3,29.0,6.5,2.0,0.06
0.38,1.0004,3.16,42.0,0.61,0.098,10.3,12.0,11.9,2.7,0.49
0.23,0.9971,3.41,60.0,0.71,0.046,12.1,23.0,7.7,1.8,0.37
0.9,1.00289,3.22,99.0,0.68,0.112,9.3,23.0,10.7,6.6,0.34
